District,Block,School Name,School ID,NO. OF TEACHERS WHO STARTED THE PROJECT,NO. OF TEACHERS WHO ARE IN PROGRESS,NO. OF TEACHERS WHO SUBMITTED THE PROJECT,GRAND TOTAL,COMPLETE,INCOMPLETE
Araria,Araria,U.M.S Biri Dakbangla,10071205101,1,0,0,1,0,1
Araria,Araria,U.M.S Ithara,10071206901,1,0,0,1,0,1
Araria,Araria,Uhs Araria Basti,10071206601,0,0,0,0,0,1
Araria,Araria,Ums Dhokaria,10071202901,0,0,1,1,1,0
Araria,Araria,Ums Koshki Pur,10071202101,1,0,0,1,0,1
Araria,Bhargama,Ms Kusmaul,10072003502,1,0,0,1,0,1
Araria,Bhargama,U.H.S Raharia,10072000701,1,0,0,1,0,1
Araria,Bhargama,Ums Baiju Patti,10072002301,1,0,0,1,0,1
Araria,Forbisganj,A.Ms Dolbazza,10071803602,1,0,0,1,0,1
Araria,Forbisganj,Ams Mirzapur,10071801204,0,0,0,0,0,1
Araria,Forbisganj,M.S Kamta,10071810001,0,0,1,1,1,0
Araria,Forbisganj,M.S Kanya Dak,10071801602,1,0,0,1,0,1
Araria,Forbisganj,Ms Doria Sona Pur,10071804401,0,0,0,0,0,1
Araria,Forbisganj,Ms Haldiya,10071808901,0,0,0,0,0,1
Araria,Forbisganj,Ms Kushmaha,10071800201,0,0,1,1,1,0
Araria,Forbisganj,Ms Raniganj Potari,10071800901,1,0,0,1,0,1
Araria,Forbisganj,Ms Refeuje Colony,10071806801,1,0,0,1,0,1
Araria,Forbisganj,Ms Sahwaz Pur,10071805501,1,0,0,1,0,1
Araria,Forbisganj,Ms Sukhirampur,10071804002,0,0,1,1,1,0
Araria,Forbisganj,U.M.S Garaha,10071808401,2,0,0,2,0,1
Araria,Forbisganj,U.M.S.Bathnaha Kosi Camp,10071802502,1,0,0,1,0,1
Araria,Forbisganj,Uhs Amouna,10071800301,1,0,0,1,0,1
Araria,Forbisganj,Uhs Bara,10071805201,1,0,0,1,0,1
Araria,Forbisganj,Uhs Purandaha,10071804403,1,0,0,1,0,1
Araria,Jokihat,"Uchcha Madhyamik Vidyalaya ,Girda ,Jokihat",10071400504,0,0,1,1,1,0
Araria,Jokihat,Ums  Bouria,10071401802,1,0,0,1,0,1
Araria,Kursakanta,U.M.S Darhapipar,10071705901,1,0,0,1,0,1
Araria,Kursakanta,U.M.S Shisha Bari,10071702301,0,0,0,0,0,1
Araria,Kursakanta,Ums Megha,10071702601,1,0,0,1,0,1
Araria,Kursakanta,Ums Rajaula,10071703801,1,0,0,1,0,1
Araria,Kursakanta,Ums Sijhua,10071700301,1,0,0,1,0,1
Araria,Narpatganj,Ms Pathraha,10071902903,0,0,0,0,0,1
Araria,Narpatganj,"Uhs Noniya Tola Chakla, Narpatganj",10071901901,0,0,0,0,0,1
Araria,Narpatganj,Ums Badhepara,10071900901,1,0,0,1,0,1
Araria,Narpatganj,Ums Posdaha South,10071901001,0,0,0,0,0,1
Araria,Palasi,Ms Majlish Pur,10071601401,0,0,1,1,1,0
Araria,Palasi,Ums Denga,10071608201,1,0,0,1,0,1
Araria,Raniganj,Ams Raniganj,10071302701,0,0,0,0,0,1
Araria,Raniganj,Ms Belsara,10071301801,1,0,0,1,0,1
Araria,Raniganj,Ms Farkia,10071307401,1,0,0,1,0,1
Araria,Raniganj,Ms Hingna,10071305301,1,0,0,1,0,1
Araria,Raniganj,Ms Jagta,10071308801,2,0,0,2,0,1
Araria,Raniganj,Ms Kabaiya,10071306502,1,0,0,1,0,1
Araria,Raniganj,Ms Kumhara,10071306301,1,0,0,1,0,1
Araria,Raniganj,Uhs Hirdai Pur,10071307501,1,0,0,1,0,1
Araria,Raniganj,Uhs Majhua,10071303802,1,0,0,1,0,1
Araria,Raniganj,Ums Chatiauna,10071304601,0,0,0,0,0,1
Araria,Raniganj,Ums Mohani,10071305001,0,0,1,1,1,0
Araria,Sikti,Ms Sikti,10071502701,1,0,0,1,0,1
Araria,Sikti,Ms Tira,10071503201,1,0,0,1,0,1
Araria,Sikti,U.M.S Aamgachhi,10071500901,1,0,0,1,0,1
Araria,Sikti,Uhs Khora Gach,10071503301,0,0,0,0,0,1
Araria,Sikti,Ums Bel Bari,10071504401,1,0,0,1,0,1
Araria,Sikti,Ums Gadah Kath,10071501101,1,0,0,1,0,1
Araria,Sikti,Ums Premlal Sah Tola,10071510002,0,0,1,1,1,0
Arwal,Arwal,M.S.Ahiyapur,10380100201,1,0,0,1,0,1
Arwal,Arwal,M.S.Baidrabad,10380100501,0,0,0,0,0,1
Arwal,Arwal,M.S.Sakri Ibrahimpur,10380106101,1,0,0,1,0,1
Arwal,Arwal,M.S.Umairabad,10380103701,0,0,0,0,0,1
Arwal,Arwal,Up. M.S. Bhadasi,10380101001,1,0,0,1,0,1
Arwal,Arwal,Upgraded High School Rampur Chauram,10380105301,1,0,0,1,0,1
Arwal,Kaler,U.M.S.Bandhubigha,10380503901,1,0,0,1,0,1
Arwal,Kaler,U.M.S.Maraila,10380503601,1,0,0,1,0,1
Arwal,Kaler,U.M.S.Mehandiabad,10380503904,1,0,0,1,0,1
Arwal,Kaler,U.M.S.Rupaich,10380504702,1,0,0,1,0,1
Arwal,Kaler,U.M.S.Teribigha,10380505503,0,0,1,1,1,0
Arwal,Karpi,M.S.Bambhai,10380600701,0,0,1,1,1,0
Arwal,Karpi,M.S.G.M Public School Kurse,10380604403,0,0,0,0,0,1
Arwal,Kurtha,M.S Nizampur,10380705101,1,0,0,1,0,1
Arwal,Kurtha,U.M.S Gangeya,10380701801,1,0,0,1,0,1
Arwal,Kurtha,Up.M.S Ahmadpur Harna,10380700101,1,0,0,1,0,1
Arwal,Kurtha,Upgraded High School Ibrahimpur- Hindi,10380702301,0,0,1,1,1,0
Arwal,Sonbhadra Bansi Surajpur,M.S.Banshi Kalyanpur,10381000401,1,0,0,1,0,1
Arwal,Sonbhadra Bansi Surajpur,Ums Balaura,10381000601,0,0,1,1,1,0
Aurangabad (Bihar),Aurangabad,Meddle School Akauna,10340304001,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,Meddle School Ibanpur,10340303801,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,Meddle School Kushi,10340302701,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,Meddle School Mirja Kaira,10340305601,0,0,0,0,0,1
Aurangabad (Bihar),Aurangabad,Middle School Baghoi Khurd,10340307101,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,Middle School Basdiha Kala,10340309001,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,Middle School Dosma,10340306602,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,Middle School Ibrahimpur,10340310601,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,Middle School Jagdishpur,10340311401,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,Middle School Kanbehari,10340305001,0,0,1,1,1,0
Aurangabad (Bihar),Aurangabad,Middle School Kapasia,10340303501,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,Middle School Karmukhap,10340306801,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,Middle School Pokhrahan,10340310401,0,0,1,1,1,0
Aurangabad (Bihar),Aurangabad,Middle School Tetaria,10340302301,0,0,1,1,1,0
Aurangabad (Bihar),Aurangabad,Middle School Unthu,10340311101,0,0,0,0,0,1
Aurangabad (Bihar),Aurangabad,Middle School Yari,10340304401,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,U.Middle School Jarmakhap,10340302501,1,0,0,1,0,1
Aurangabad (Bihar),Aurangabad,Urdu Middle School Bahuara,10340305701,0,0,1,1,1,0
Aurangabad (Bihar),Barun,Govt. Upgrade High School Pouthu,10341406601,1,0,0,1,0,1
Aurangabad (Bihar),Barun,Middle School Dhanibar,10341411001,2,0,0,2,0,1
Aurangabad (Bihar),Barun,Middle School Dudhar,10341411201,1,0,0,1,0,1
Aurangabad (Bihar),Barun,Middle School Jankop,10341408401,1,0,0,1,0,1
Aurangabad (Bihar),Barun,Middle School Mahatha,10341402301,1,0,0,1,0,1
Aurangabad (Bihar),Barun,Middle School Sohada,10341405501,1,0,0,1,0,1
Aurangabad (Bihar),Barun,Middle School Sundar Ganj,10341410701,0,0,0,0,0,1
Aurangabad (Bihar),Barun,Middle School Tengara,10341407801,1,0,0,1,0,1
Aurangabad (Bihar),Barun,U.M.S  Riur,10341405301,0,0,1,1,1,0
Aurangabad (Bihar),Barun,U.M.S Bagtarapa,10341411401,1,0,0,1,0,1
Aurangabad (Bihar),Barun,U.M.S Chandouli,10341409201,0,0,1,1,1,0
Aurangabad (Bihar),Barun,U.M.S Jogia,10341408001,1,0,0,1,0,1
Aurangabad (Bihar),Barun,U.M.S Kanchanpur,10341410001,1,0,0,1,0,1
Aurangabad (Bihar),Barun,U.M.S Kansh,10341407901,1,0,0,1,0,1
Aurangabad (Bihar),Barun,U.M.S Khaira Parsa,10341404901,1,0,0,1,0,1
Aurangabad (Bihar),Barun,U.M.S Mouar Khaira,10341406001,1,0,0,1,0,1
Aurangabad (Bihar),Barun,U.M.S P M Barun,10341414903,1,0,0,1,0,1
Aurangabad (Bihar),Barun,U.M.S Petari,10341406801,1,0,0,1,0,1
Aurangabad (Bihar),Barun,U.M.S Saduri Karma,10341404801,0,0,0,0,0,1
Aurangabad (Bihar),Barun,U.M.S Sanathua,10341409101,1,0,0,1,0,1
Aurangabad (Bihar),Barun,U.M.S Siris,10341407203,1,0,0,1,0,1
Aurangabad (Bihar),Barun,Upgrade Middle School Karma Barauli,10341400901,0,0,1,1,1,0
Aurangabad (Bihar),Barun,Upgrade Middle School Kusha,10341408801,0,0,0,0,0,1
Aurangabad (Bihar),Barun,Upgraded High School Kadokhari,10341406501,1,0,0,1,0,1
Aurangabad (Bihar),Barun,Upgraded High School Pithanua,10341409401,0,0,0,0,0,1
Aurangabad (Bihar),Barun,Urdu U.M.S Kajichak,10341411301,0,0,1,1,1,0
Aurangabad (Bihar),Deo,"Girls Middle School,. Deo",10341100803,2,0,0,2,0,1
Aurangabad (Bihar),Deo,"Govt.  Middle School, Bhairopur",10341108201,0,0,1,1,1,0
Aurangabad (Bihar),Deo,"Govt.  Middle School, Parariya",10341101501,1,0,0,1,0,1
Aurangabad (Bihar),Deo,"Govt.  Middle School, Tetrain",10341103801,0,0,1,1,1,0
Aurangabad (Bihar),Deo,"Govt. Middle School, Hasauli",10341109301,1,0,0,1,0,1
Aurangabad (Bihar),Deo,"Govt. Middle School, Kunda",10341109401,1,0,0,1,0,1
Aurangabad (Bihar),Deo,"Govt. Middle School,B.Pur",10341102403,1,0,0,1,0,1
Aurangabad (Bihar),Deo,Govt. Middle School. Ketaki-1,10341100902,1,0,0,1,0,1
Aurangabad (Bihar),Deo,Govt. U.M.S  Kanchanpur,10341101804,0,0,1,1,1,0
Aurangabad (Bihar),Deo,Govt. U.M.S Bara,10341100501,1,0,0,1,0,1
Aurangabad (Bihar),Deo,"Govt.Girls Middle School ,Pawai",10341107802,0,0,1,1,1,0
Aurangabad (Bihar),Deo,Govt.M.S Haidarchak,10341101601,1,0,0,1,0,1
Aurangabad (Bihar),Deo,Upgraded High School Bijauli Deo,10341109601,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Abhyas Middle School Tarar,10340106001,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Girls Middle School Raghu Bigha,10340103704,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Govt. M.S. Birai,10340102202,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School  Purwari Tola Kanap,10340102503,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School Amouna,10340103502,0,0,1,1,1,0
Aurangabad (Bihar),Doudnagar,Middle School Angarahi,10340104701,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School Arai,10340103001,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School Beladhi,10340106101,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School Bhakharuan,10340106301,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School Bhaw Bigha,10340102601,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School Bhawani Pur,10340102902,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School Chouram,10340106601,0,0,1,1,1,0
Aurangabad (Bihar),Doudnagar,Middle School Kataria,10340104601,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School Keshrari,10340106401,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School Makhara,10340105001,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School Nandlal Bigha,10340103707,0,0,1,1,1,0
Aurangabad (Bihar),Doudnagar,Middle School Neema,10340104401,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School Ramnagar D.Nagar,10340101002,0,0,0,0,0,1
Aurangabad (Bihar),Doudnagar,Middle School Shamshernagar,10340101905,0,0,1,1,1,0
Aurangabad (Bihar),Doudnagar,Middle School Sinduar,10340104901,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Middle School-1 Daudnagar,10340101504,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,U.M.S   Mahamadpur,10340102102,0,0,1,1,1,0
Aurangabad (Bihar),Doudnagar,U.Middle School Imamganj,10340105901,0,0,0,0,0,1
Aurangabad (Bihar),Doudnagar,U.Middle School Pilchhi,10340104101,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Ucch Madhyamik Vidyalaya Ancha,10340106506,1,0,0,1,0,1
Aurangabad (Bihar),Doudnagar,Urdu Middle School Tarar,10340106002,1,0,0,1,0,1
Aurangabad (Bihar),Goh,G. Middle School Ghejana,10340205201,1,0,0,1,0,1
Aurangabad (Bihar),Goh,Middle School Amari 2,10340203602,2,0,0,2,0,1
Aurangabad (Bihar),Goh,Middle School Bela,10340202301,1,0,0,1,0,1
Aurangabad (Bihar),Goh,Middle School Chapra,10340208301,0,0,1,1,1,0
Aurangabad (Bihar),Goh,Middle School Edari,10340200201,2,0,0,2,0,1
Aurangabad (Bihar),Goh,Middle School Gopalpur,10340205801,1,0,0,1,0,1
Aurangabad (Bihar),Goh,Middle School Pema,10340211401,1,0,0,1,0,1
Aurangabad (Bihar),Goh,U.M.S Rampur,10340211801,1,0,0,1,0,1
Aurangabad (Bihar),Goh,U.M.S Sareya,10340210001,1,0,0,1,0,1
Aurangabad (Bihar),Goh,Upgreded Middle School Lodipur,10340202001,0,0,0,0,0,1
Aurangabad (Bihar),Goh,Urdu Middle School Bhaluar,10340206101,0,0,0,0,0,1
Aurangabad (Bihar),Haspura,Middle School Deohara(Haspura),10341205701,0,0,1,1,1,0
Aurangabad (Bihar),Haspura,Middle School Gahana,10341200302,1,0,0,1,0,1
Aurangabad (Bihar),Haspura,Middle School Gorari,10341203801,0,0,1,1,1,0
Aurangabad (Bihar),Haspura,Middle School Haspura,10341201702,1,0,0,1,0,1
Aurangabad (Bihar),Haspura,Middle School Itwan,10341201801,1,0,0,1,0,1
Aurangabad (Bihar),Haspura,Middle School Jaitpur,10341205401,1,0,0,1,0,1
Aurangabad (Bihar),Haspura,Middle School Mahuli,10341201401,1,0,0,1,0,1
Aurangabad (Bihar),Haspura,Middle School Munjhad,10341203901,1,0,0,1,0,1
Aurangabad (Bihar),Haspura,Middle School Ratanpur,10341201101,0,0,0,0,0,1
Aurangabad (Bihar),Haspura,Middle School Tilak Pura,10341202201,1,0,0,1,0,1
Aurangabad (Bihar),Haspura,Midle School Raghunathpur,10341200601,1,0,0,1,0,1
Aurangabad (Bihar),Haspura,Urdu M.S. Amjhar Sharif,10341201601,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,"Govt.Middle School,  Dudhami",10340909301,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Babhandih,10341004901,0,0,0,0,0,1
Aurangabad (Bihar),Kutumba,Middle School Bariyawan,10341002301,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Chandout,10341003701,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Dadhpa,10341006101,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Deshpur,10341011601,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Dewra,10341012601,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Dumri,10341012701,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Gaura,10341003901,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Hathil Parsawan,10341004401,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Karma Basantpur,10341001401,0,0,0,0,0,1
Aurangabad (Bihar),Kutumba,Middle School Majhouli,10341012801,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Neura,10341005501,0,0,0,0,0,1
Aurangabad (Bihar),Kutumba,Middle School Niranjanpur,10341004001,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Parta,10341012201,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Simra,10341000901,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Middle School Tetrain,10341001601,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,U.M.S Haneya Khaira,10341010001,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Upgrade High School Chintavan Bigha,10341006901,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Upgraded High School Chaukhara,10341009301,1,0,0,1,0,1
Aurangabad (Bihar),Kutumba,Upgraded High School Darmi,10341001501,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Govt Urdu Ms  Khiriawan,10341312101,0,0,1,1,1,0
Aurangabad (Bihar),Madanpur,Middle School Anjan,10341305001,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Middle School Ghatrine,10341309802,0,0,1,1,1,0
Aurangabad (Bihar),Madanpur,Middle School Madnapur,10341312301,0,0,1,1,1,0
Aurangabad (Bihar),Madanpur,Middle School Mahuawan Chatti,10341311103,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Middle School Paharpura,10341301101,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Middle School Purnadih,10341311606,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,"Middle School, Dadhapi",10341308501,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Ms  Choukhara,10341309101,0,0,0,0,0,1
Aurangabad (Bihar),Madanpur,Ms Itkohiya,10341303301,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Ms Kewala,10341305004,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Ms Khajwatiya,10341303302,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Ms Mangrawan,10341310503,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Ms Parsava,10341308801,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,U.M.S Belva Deojara,10341307601,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Um S  Pateya,10341306601,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Upgraded High School Pirvan,10341304001,1,0,0,1,0,1
Aurangabad (Bihar),Madanpur,Upgraded High School Sondih,10341310701,0,0,1,1,1,0
Aurangabad (Bihar),Madanpur,Urdu Middle School Nagamtiya,10341310402,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Girl Middle School Singhpur,10340911001,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,"Govt. M.S.School, Karma Bishrampur",10340901201,0,0,0,0,0,1
Aurangabad (Bihar),Nabinagar,"Govt. Middle .School,  Ghirsindih",10340907501,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,"Govt. Middle School, Bagahi",10340901101,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,"Govt. Middle School, Chiraily",10340903502,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,"Govt. Middle School, Itawan-Jantuan",10340900101,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Govt. U.M.S Ankoraha,10340902601,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Govt. U.M.S B.Loknath,10340901301,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Govt. U.M.S Khiridayal,10340903401,0,0,1,1,1,0
Aurangabad (Bihar),Nabinagar,Govt. U.M.S Shahpur,10340901501,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Govt. U.M.S Surar,10340907001,0,0,0,0,0,1
Aurangabad (Bihar),Nabinagar,"Govt.M .School,  Urdana",10340908001,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,"Govt.M.School,  Charan",10340908701,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,M.S.Bhatkur,10340920401,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Middle School Bajarban,10340914001,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Middle School Bela,10340917001,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Middle School Harihar Urdana,10340916501,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Middle School Itwan,10340915001,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Middle School K.P.Tendua,10340916301,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Middle School Kanchan Bara,10340913701,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Middle School Manohari,10340916601,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Middle School Mungiya,10340913601,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,Middle School Saratu,10340915301,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,"Middle School, Parsa Jain",10340902701,1,0,0,1,0,1
Aurangabad (Bihar),Nabinagar,R.M.S. Navinagar Road,10340917301,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. M.S Rambag . Ghataro,10340701101,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. M.S. Bel,10340705601,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. M.S. Chanda,10340708402,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. M.S. Gaini,10340707001,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. M.S. Mahthu,10340703501,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. M.S. Nawner,10340700601,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. M.S. Obra,10340704201,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. Ms Amilauna,10340712201,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. Ms Gira,10340711101,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. Ms Labadna,10340700801,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. Ms Mahuaon,10340709901,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. Ms Manora,10340711401,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. Ms Meghpur,10340708301,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. Ms Pathra,10340708601,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. Ms Ram Nagar,10340708702,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. Ms Surkhi,10340704601,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. U.M.S Ganga Bigha,10340706601,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. U.M.S Hasanpura,10340702601,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. U.M.S Kajhawa,10340701801,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. U.M.S Kajhwa-Ii,10340712501,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. U.M.S Noaon,10340702501,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Govt. U.M.S Panchhara,10340707901,1,0,0,1,0,1
Aurangabad (Bihar),Obra,"Middle School, Kaithi",10340709802,1,0,0,1,0,1
Aurangabad (Bihar),Obra,Upgraded High School Shankarpur,10340703701,0,0,1,1,1,0
Aurangabad (Bihar),Rafiganj,Middle School Achuki,10340604801,1,0,0,1,0,1
Aurangabad (Bihar),Rafiganj,Middle School Amarpura 1,10340608401,0,0,0,0,0,1
Aurangabad (Bihar),Rafiganj,Middle School Karsara,10340605801,0,0,1,1,1,0
Aurangabad (Bihar),Rafiganj,Middle School Vishambharpur,10340611201,1,0,0,1,0,1
Aurangabad (Bihar),Rafiganj,Middle School Yadubigha,10340604601,1,0,0,1,0,1
Aurangabad (Bihar),Rafiganj,"Middle School, Dhosila Kala",10340612801,1,0,0,1,0,1
Aurangabad (Bihar),Rafiganj,"Middle School, Khaira Firoz",10340615401,0,0,1,1,1,0
Aurangabad (Bihar),Rafiganj,"Middle School, Pipra",10340614601,0,0,1,1,1,0
Aurangabad (Bihar),Rafiganj,Middle Schoolsaira,10340601601,0,0,1,1,1,0
Aurangabad (Bihar),Rafiganj,U.M.S Beri,10340604701,1,0,0,1,0,1
Aurangabad (Bihar),Rafiganj,Urdu Girls Middle School Kasma,10340616202,1,0,0,1,0,1
Aurangabad (Bihar),Rafiganj,"Urdu Middle School, Chatar",10340612201,1,0,0,1,0,1
Aurangabad (Bihar),Rafiganj,"Urdu Middle School, Shimla",10340615201,1,0,0,1,0,1
Banka,Amarpur,Buniyadi  School Puranchak Salempur,10231700910,1,0,0,1,0,1
Banka,Amarpur,M.S. Athamaha,10231710603,1,0,0,1,0,1
Banka,Amarpur,M.S. Chapri,10231716402,1,0,0,1,0,1
Banka,Amarpur,U. M.S. Dumariya,10231704802,1,0,0,1,0,1
Banka,Amarpur,U.H.S. Bhadariya,10231717201,1,0,0,1,0,1
Banka,Amarpur,U.M.S. Ramchandrapur  Ithari,10231707901,1,0,0,1,0,1
Banka,Banka,R.M.S. Teliya,10232507508,1,0,0,1,0,1
Banka,Banka,U.H.S. Amarpur,10232518201,1,0,0,1,0,1
Banka,Banka,U.H.S.Hasiya,10232502701,1,0,0,1,0,1
Banka,Banka,U.M..S. Purani Laheita,10232501402,1,0,0,1,0,1
Banka,Banka,U.M.S. Belatikar,10232507506,1,0,0,1,0,1
Banka,Banka,U.M.S. Jitarpur,10232509901,1,0,0,1,0,1
Banka,Banka,U.M.S. Lilavaran (Banka West),10232519808,0,0,1,1,1,0
Banka,Banka,U.M.S. Manjhiyara,10232506402,0,0,1,1,1,0
Banka,Banka,U.M.S. Samukhiya,10232515605,1,0,0,1,0,1
Banka,Barahat,Chhattusah A.M.S. Barahat,10231000611,1,0,0,1,0,1
Banka,Barahat,U.H.S.Saharna,10231005401,1,0,0,1,0,1
Banka,Barahat,U.M.S. Changeri Kanya,10231002201,1,0,0,1,0,1
Banka,Belhar,A.M.S. Belhar,10232801102,1,0,0,1,0,1
Banka,Belhar,Girl M.S. Rajpur,10232805701,1,0,0,1,0,1
Banka,Belhar,High School Sahebganj,10232815403,1,0,0,1,0,1
Banka,Belhar,M.S Sautadih,10232807004,1,0,0,1,0,1
Banka,Belhar,M.S. Biji Khoraba,10232820402,1,0,0,1,0,1
Banka,Belhar,M.S. Sahabganj,10232800401,1,0,0,1,0,1
Banka,Belhar,U.H.S. Darshaniyan,10232800101,1,0,0,1,0,1
Banka,Belhar,U.H.S.. Bela Bijhara,10232817501,1,0,0,1,0,1
Banka,Belhar,U.H.S.Nagel,10232818401,1,0,0,1,0,1
Banka,Belhar,U.H.S.Srinagar,10232800301,2,0,0,2,0,1
Banka,Belhar,U.M.S Ghogha,10232804501,1,0,0,1,0,1
Banka,Belhar,U.M.S Kashidih Bangama,10232811201,1,0,0,1,0,1
Banka,Belhar,U.M.S Khutahari,10232825201,1,0,0,1,0,1
